Domain,Problem,SPC,v8.2.0,v8.1.0,v8.0.0,v7.5.0,v7.4.0,v7.3.0,v7.2.0,v7.1.0,v7.0.0,v6.4.0,v6.3.0,v6.2.0,v6.1.0,v6.0.0,v5.5.0,v5.4.0,v5.3.0,v5.2.0,v5.1.0,v5.0.0,v4.1.0,v4.0.1,v4.0.0,v3.7.0,v3.5.0,v3.4.0,v3.3.0,v3.2.0,v3.1.0,v2.7.0,v2.6.0,v2.5.0,v2.4.0,v2.3.0.,v2.3.0,v2.2.1,v2.2.0,v2.1.0,v2.0.0,.0
SWV,SWV280-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV281-1.p,CNF_UNS_RFO_SEQ_NHN,0.45,0.52,0.53,0.53,0.53,0.65,0.67,0.67,0.67,0.73,0.73,0.73,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.82,0.83,0.86,,,,,,,,,,,,
SWV,SWV281-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.05,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.10,0.10,0.10,0.10,0.18,0.33,0.36,,,,,,,,,,,,
SWV,SWV282-1.p,CNF_UNS_RFO_SEQ_NHN,0.85,0.88,0.88,0.88,0.88,0.88,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.91,,1.00,,,,,,,,,,,,
SWV,SWV282-2.p,CNF_UNS_RFO_SEQ_NHN,0.16,0.16,0.16,0.16,0.17,0.17,0.17,0.17,0.17,0.36,0.36,0.36,0.40,0.50,0.50,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.64,0.64,0.64,,,,,,,,,,,,
SWV,SWV283-1.p,CNF_UNS_RFO_SEQ_NHN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.58,0.58,0.71,,,,,,,,,,,,
SWV,SWV283-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV284-1.p,CNF_UNS_RFO_SEQ_NHN,0.45,0.47,0.47,0.47,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.58,0.58,0.71,,,,,,,,,,,,
SWV,SWV284-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV285-1.rm,null,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,0.71,,,,,,,,,,,,
SWV,SWV285-2.rm,null,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV286-1.p,CNF_UNS_RFO_SEQ_NHN,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.36,0.42,0.57,,,,,,,,,,,,
SWV,SWV286-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV287-1.p,CNF_UNS_RFO_SEQ_NHN,0.40,0.41,0.41,0.41,0.41,0.41,0.45,0.45,0.45,0.45,0.45,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.58,0.64,,,,,,,,,,,,
SWV,SWV287-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV288-1.p,CNF_UNS_RFO_SEQ_NHN,0.35,0.41,0.41,0.41,0.41,0.41,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.55,0.58,0.71,,,,,,,,,,,,
SWV,SWV288-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV289-1.p,CNF_UNS_RFO_SEQ_NHN,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.45,0.50,0.64,,,,,,,,,,,,
SWV,SWV289-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV290-1.p,CNF_UNS_RFO_SEQ_NHN,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.36,0.36,0.36,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.64,0.67,0.79,,,,,,,,,,,,
SWV,SWV290-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV291-1.p,CNF_UNS_RFO_SEQ_NHN,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.58,0.79,,,,,,,,,,,,
SWV,SWV291-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.25,0.25,0.25,0.25,0.33,,,,,,,,,,,,
SWV,SWV292-1.p,CNF_UNS_RFO_SEQ_NHN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.60,0.60,0.60,0.71,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.82,0.83,0.86,,,,,,,,,,,,
SWV,SWV292-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,,,
SWV,SWV293-1.p,CNF_UNS_RFO_SEQ_NHN,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.45,0.45,0.45,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.67,0.86,,,,,,,,,,,,
SWV,SWV293-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV294-1.p,CNF_UNS_RFO_SEQ_NHN,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.60,0.60,0.60,0.60,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.73,0.75,0.93,,,,,,,,,,,,
SWV,SWV294-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.21,,,,,,,,,,,,
SWV,SWV295-1.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.27,0.42,0.50,,,,,,,,,,,,
SWV,SWV295-2.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.14,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,
SWV,SWV296-1.p,CNF_UNS_RFO_SEQ_NHN,0.71,0.71,0.71,0.71,0.71,0.71,0.73,0.73,0.73,0.73,0.73,0.73,0.80,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.91,0.91,,,,,1.00,,,,,,,,,,,,
SWV,SWV296-2.p,CNF_UNS_RFO_SEQ_NHN,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.30,0.30,0.45,0.50,0.50,,,,,,,,,,,,
SWV,SWV297-1.p,CNF_UNS_RFO_SEQ_NHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,
SWV,SWV298-1.p,CNF_UNS_RFO_SEQ_NHN,0.47,0.47,0.47,0.47,0.58,0.58,0.58,0.58,0.58,0.64,0.64,0.64,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.82,0.83,0.93,,,,,,,,,,,,
SWV,SWV298-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.14,0.14,,,,,,,,,,,,
SWV,SWV299-1.p,CNF_UNS_RFO_SEQ_NHN,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.45,0.45,0.45,0.60,0.71,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.82,0.83,0.93,,,,,,,,,,,,
SWV,SWV299-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV300-1.p,CNF_UNS_RFO_SEQ_NHN,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.60,0.60,0.60,0.60,0.71,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.90,0.90,0.91,0.92,0.93,,,,,,,,,,,,
SWV,SWV300-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,,,
SWV,SWV301-1.p,CNF_UNS_RFO_SEQ_NHN,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.79,,,,,,,,,,,,
SWV,SWV301-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.21,,,,,,,,,,,,
SWV,SWV302-1.p,CNF_UNS_RFO_SEQ_NHN,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.27,0.33,0.50,,,,,,,,,,,,
SWV,SWV302-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.21,,,,,,,,,,,,
SWV,SWV303-1.p,CNF_UNS_RFO_SEQ_NHN,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.80,0.80,0.81,0.81,0.81,0.81,0.82,0.91,0.91,0.91,,,,,1.00,,,,,,,,,,,,
SWV,SWV303-2.p,CNF_UNS_RFO_SEQ_NHN,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.30,0.30,0.36,0.36,0.36,,,,,,,,,,,,
SWV,SWV304-1.p,CNF_UNS_RFO_SEQ_NHN,0.79,0.79,0.79,0.79,0.79,0.82,0.83,0.83,0.83,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.91,,1.00,,,,,,,,,,,,
SWV,SWV304-2.p,CNF_UNS_RFO_SEQ_NHN,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.20,0.20,0.27,0.36,0.36,,,,,,,,,,,,
SWV,SWV305-1.p,CNF_UNS_RFO_SEQ_NHN,0.52,0.52,0.53,0.53,0.53,0.58,0.58,0.58,0.58,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.73,0.75,0.86,,,,,,,,,,,,
SWV,SWV305-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.12,0.12,0.20,0.25,0.25,0.25,0.25,0.33,,,,,,,,,,,,
SWV,SWV306-1.p,CNF_UNS_RFO_SEQ_NHN,0.16,0.16,0.16,0.16,0.16,0.18,0.25,0.25,0.25,0.27,0.27,0.27,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.45,0.58,0.71,,,,,,,,,,,,
SWV,SWV306-2.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.14,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,
SWV,SWV307-1.p,CNF_UNS_RFO_SEQ_NHN,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.29,0.29,0.30,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.45,0.57,0.57,,,,,,,,,,,,
SWV,SWV307-2.p,CNF_UNS_RFO_SEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.14,0.14,0.14,0.14,0.14,0.14,,,,,,,,,,,,
SWV,SWV308-1.p,CNF_UNS_RFO_SEQ_NHN,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.70,0.70,0.70,0.70,0.79,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.91,0.92,0.93,,,,,,,,,,,,
SWV,SWV308-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.25,0.25,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,,,
SWV,SWV309-1.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.17,0.21,,,,,,,,,,,,
SWV,SWV309-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV310-1.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.17,0.21,,,,,,,,,,,,
SWV,SWV310-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV311-1.p,CNF_UNS_RFO_SEQ_NHN,0.42,0.42,0.42,0.42,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.60,0.80,0.80,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.90,0.91,0.92,1.00,,,,,,,,,,,,
SWV,SWV311-2.p,CNF_UNS_RFO_SEQ_NHN,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.10,0.10,0.18,0.33,0.36,,,,,,,,,,,,
SWV,SWV312-1.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.17,0.21,,,,,,,,,,,,
SWV,SWV312-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV313-1.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.27,0.33,0.36,,,,,,,,,,,,
SWV,SWV313-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV314-1.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.10,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.25,0.29,,,,,,,,,,,,
SWV,SWV314-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV315-1.p,CNF_UNS_RFO_SEQ_NHN,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.64,0.64,0.64,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.82,0.83,0.86,,,,,,,,,,,,
SWV,SWV315-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV316-1.p,CNF_UNS_RFO_SEQ_NHN,0.84,0.84,0.84,0.84,0.89,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,,,,,,1.00,,,,,,,,,,,,
SWV,SWV316-2.p,CNF_UNS_RFO_SEQ_NHN,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.79,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.82,0.83,0.86,,,,,,,,,,,,
SWV,SWV317-1.p,CNF_UNS_RFO_SEQ_NHN,0.21,0.21,0.21,0.21,0.25,0.25,0.25,0.25,0.25,0.27,0.27,0.27,0.30,0.30,0.30,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.40,0.40,0.45,0.50,0.50,,,,,,,,,,,,
SWV,SWV317-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.14,,,,,,,,,,,,
SWV,SWV318-1.p,CNF_UNS_RFO_SEQ_NHN,0.60,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.82,0.83,0.93,,,,,,,,,,,,
SWV,SWV318-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.14,,,,,,,,,,,,
SWV,SWV319-1.p,CNF_UNS_RFO_SEQ_NHN,0.43,0.43,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.60,0.60,0.64,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.80,0.82,0.83,0.93,,,,,,,,,,,,
SWV,SWV319-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.25,0.29,,,,,,,,,,,,
SWV,SWV320-1.p,CNF_UNS_RFO_SEQ_NHN,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.27,0.27,0.42,0.43,,,,,,,,,,,,
SWV,SWV320-2.p,CNF_UNS_RFO_NEQ_HRN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV321-1.p,CNF_UNS_RFO_SEQ_NHN,0.40,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.53,0.53,0.57,0.57,0.57,0.60,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.75,0.79,,,,,,,,,,,,
SWV,SWV321-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
SWV,SWV322-1.p,CNF_UNS_RFO_SEQ_NHN,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.09,0.09,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.25,0.25,0.36,,,,,,,,,,,,
SWV,SWV322-2.p,CNF_UNS_RFO_SEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.14,,,,,,,,,,,,
SWV,SWV323-1.p,CNF_UNS_RFO_SEQ_NHN,0.45,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.60,0.60,0.60,0.60,0.71,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,,,,,,,,,,,,
SWV,SWV323-2.p,CNF_UNS_RFO_NEQ_NHN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.33,0.33,0.33,0.33,0.33,0.33,,,,,,,,,,,,
SWV,SWV324-1.p,CNF_UNS_RFO_SEQ_NHN,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.33,0.45,0.45,0.45,0.50,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.60,0.64,0.67,0.79,,,,,,,,,,,,
